-0.8641682075026546,-0.7233766707132501,-0.7844629016420811,-0.8432260269182046,-0.7881345755449531,-0.818424098745297,-0.7958599871271805,-0.9322028263662857,-0.8365462212459603,-0.7837479335516866,-0.8795909777847372,-0.8231958486986481,-0.7698801481202365,-0.8976127815145692,-0.8367095057848978,-0.8529995422011574,-0.8603464401412119,-0.7858871063595404,-0.8463812789533129,-0.7987635119778126,-0.7735331412608556,-0.8642503065382547,-0.7705997238368968,-0.77967579566329,-0.7363384054211624,-0.8003943393763411,-0.8641509815018302,-0.7748156232747797,-0.7323373292273346,-0.7755596398211283
-0.8984940498495576,-0.7747209623550607,-0.7825361503146571,-0.8571512216572058,-0.775045579661561,-0.847216512562387,-0.8092241330554949,-0.922845034177948,-0.8580518414559659,-0.8035129598918461,-0.9240241200767015,-0.8400148863659143,-0.8167947332259461,-0.8954216261041393,-0.852554705041882,-0.8849850648560008,-0.8757392967677147,-0.8146067388697558,-0.8488030986210815,-0.829960035878856,-0.7648004347242584,-0.8972644907963095,-0.7932005522935155,-0.8380828192529487,-0.7759053497084532,-0.8309438014182732,-0.899004177986005,-0.8378660688273217,-0.7696806484420834,-0.782678134958772
-0.8657695646109751,-0.6531436690924465,-0.7283536536354073,-0.8548708992498402,-0.7436377057063628,-0.7337266696759306,-0.7632089125959947,-0.898263032475603,-0.7890040397575621,-0.7163209443567111,-0.8604632955285026,-0.7826637518774086,-0.7076686901783016,-0.8759660691113847,-0.7805710365529194,-0.8048259968044097,-0.8483771529693834,-0.757292194958293,-0.8238787952189472,-0.7292787542015222,-0.7169802368597721,-0.8456527916534777,-0.6777370092426648,-0.7656044488073761,-0.7115999774489482,-0.8293111653931422,-0.8516496184038362,-0.7047812181092854,-0.6804655668142537,-0.7603239952276044
-0.875878359300501,-0.7425529061908785,-0.8331110649995441,-0.8893146477589715,-0.8161102117201807,-0.8074501393180862,-0.8334528973398956,-0.9295571027953217,-0.866071532117638,-0.8012533487252886,-0.8731166293474917,-0.84343895784948,-0.7709913960716837,-0.9031552991702024,-0.8374253975550847,-0.8637666993637032,-0.8566737062227757,-0.8147959722056664,-0.86367151580744,-0.8377963059127107,-0.8155475880377898,-0.8779565138889408,-0.7894620079839537,-0.8037333619135154,-0.7590913504281882,-0.8420481028587776,-0.8644570229587258,-0.7961936522530122,-0.7892133281493312,-0.8173418060436731
-0.852185806073854,-0.7910439074509776,-0.8746326463508522,-0.8653847254708706,-0.8578720481880119,-0.8447838133614033,-0.8819851913696647,-0.9633718390472931,-0.9176747945404331,-0.7766060085487505,-0.8746103995732659,-0.859683601437558,-0.8089087600521764,-0.8895230536367701,-0.8952392899164375,-0.8878380264794355,-0.8289694742993389,-0.7925688889996934,-0.8858209843414477,-0.8665430317881728,-0.847635781176487,-0.8540381969783684,-0.8066990926173789,-0.7827878032328959,-0.7541169446414833,-0.8071576246618036,-0.8397606460423843,-0.8452859794447743,-0.8293043943651637,-0.8097060234445026
-0.9632126962644189,-0.8484787887744522,-0.8184683519909448,-0.9352211517090255,-0.8520326194927066,-0.872888871043748,-0.8817139283946686,-0.9127315509487168,-0.8830421030154563,-0.9206080815903198,-0.9733649455264844,-0.9098852600490794,-0.9100818225829513,-0.955995507350393,-0.8651087524363004,-0.9309265423428712,-0.9659024122978009,-0.9046492438103511,-0.9079505326507786,-0.8538384540593467,-0.859550857593785,-0.9555224175597581,-0.8684236558282078,-0.957348957154556,-0.9303732981788613,-0.9762247297027651,-0.9663004424193218,-0.8668983390833133,-0.8222046899907366,-0.8864350326214823
-0.8422278836749388,-0.6185748602411096,-0.671091081144054,-0.7871287671369734,-0.669788748813344,-0.7243289763632312,-0.7056460819200351,-0.8852936031560823,-0.7730613761941642,-0.699796631892246,-0.847832523334473,-0.7465797407214724,-0.6964205639905406,-0.8378414121471162,-0.751440346985484,-0.7993357929905052,-0.7968519184329148,-0.6821382068867677,-0.7927787599099327,-0.7165089992780432,-0.6431138513788145,-0.811336258048777,-0.6502098956904859,-0.7112928135151415,-0.6470841196597913,-0.7531025349159717,-0.8285496204114087,-0.7075170575839708,-0.6256230392947695,-0.6833281681320965
-0.8832050998681781,-0.6894675898664031,-0.7124459993309554,-0.8017297163134787,-0.7152747896247427,-0.8168103006693137,-0.7567568483836081,-0.9176408121037392,-0.8257054444349643,-0.7746230824945258,-0.8944398093300913,-0.7884465990752979,-0.7879967418004334,-0.8568345746754288,-0.7898238058246108,-0.868215488951941,-0.8379840696764299,-0.7261276023301678,-0.8198365087439833,-0.7943788942103832,-0.7148872087215109,-0.8525176792144702,-0.7359794254865074,-0.8053832565171649,-0.7072194664150074,-0.7973058521607509,-0.9028294272593352,-0.7900810050947435,-0.6892921688236142,-0.7381168150942601
-0.9287810228811445,-0.8598552558039454,-0.9517982527471405,-0.9592838608511857,-0.9213345907908278,-0.9090962428073752,-0.9510401266571307,-0.9624908163125259,-0.9470311347518021,-0.873133049760769,-0.9136652800434065,-0.9303101012763125,-0.8711300878794738,-0.9562482426434032,-0.9467894864916899,-0.9176178870024038,-0.9098903166609779,-0.8951112897115558,-0.9564724238090204,-0.9215589239466175,-0.9173256125865229,-0.932696659609193,-0.8800493221278209,-0.8759283091179065,-0.8686571264222316,-0.9129168795902486,-0.8887586363271179,-0.862832539996135,-0.9087451355045091,-0.9136985797097602
-0.8515801115040699,-0.7438198228128252,-0.7357444712765007,-0.8130773056492614,-0.7393626328824726,-0.8304571997615234,-0.7772222103485894,-0.9556127712121059,-0.8725168095534557,-0.7529664176691244,-0.9062166801891735,-0.8183971705807807,-0.805448533462562,-0.8861345242338264,-0.8620793809182798,-0.8903706292464717,-0.8184185762402407,-0.7343610390581092,-0.8215769152141882,-0.8248592259813696,-0.7383753071618259,-0.8587264026183224,-0.7479975123240006,-0.780485776616408,-0.7023442115374927,-0.7689517860977423,-0.8806010214194303,-0.8331112881916001,-0.7262068756207162,-0.7355880947738729
-0.8857926585242444,-0.7745392765802452,-0.838973314783548,-0.8881061421826844,-0.8607283754631212,-0.8331536595732616,-0.8743577475665283,-0.9386787141112358,-0.8662904401151512,-0.8320382931051348,-0.8932181760004061,-0.8537503322652007,-0.8022413278475026,-0.8983828609628584,-0.8822737147554516,-0.8828441520322988,-0.8783823351556275,-0.8308446400351466,-0.8937272044018835,-0.8560723232882281,-0.8289549067631418,-0.8857010266629485,-0.8165837522624044,-0.8178211821798355,-0.7989604813926064,-0.876957755696791,-0.8571891649086836,-0.8001728908925976,-0.8141228067542646,-0.850521186924546
-0.9359958123398482,-0.8218688431518577,-0.7674797512013197,-0.8660395242146397,-0.7914244859894222,-0.8961571372266462,-0.826803174261597,-0.9375978012292265,-0.8937343420280484,-0.8887748297314941,-0.975694495505403,-0.8632169918586379,-0.9218218715527275,-0.9324066129047491,-0.8475046295235694,-0.9501343083791838,-0.9353187687471853,-0.8290776807905836,-0.8686549615441161,-0.8582792513183042,-0.8041457325924225,-0.9055174423539116,-0.8523113606135116,-0.8942004987185777,-0.8576227179715549,-0.8778953457955221,-0.9520218653963121,-0.8969401207071205,-0.7875949775734074,-0.8230575892262398
-0.8686264078545102,-0.6899435273783193,-0.690015531420864,-0.8365366907439349,-0.7069203768373474,-0.7799951421135503,-0.7660267601052022,-0.9187964558784691,-0.8206921293630078,-0.7363731641243859,-0.9050596367595151,-0.7789646657425832,-0.7609746711352392,-0.8773685456061534,-0.7649900908529681,-0.8336408448729861,-0.8450817944133637,-0.7506354166672733,-0.8060917030410869,-0.7532430081492267,-0.6960606443805669,-0.8358915725579419,-0.6958485351272718,-0.778116374554149,-0.7307714912338529,-0.7980369695314263,-0.8818763517780197,-0.7576116002354532,-0.678831818208331,-0.7410522695529012
